USER_ID,USER_LOAN_RANK,CREDIT_SCORE
1310808,9,0.867
1310825,8,0.9533
1310962,5,0.862
1310999,15,0.8522
1311185,7,0.8189
1311188,7,0.8676
1311210,9,0.9163
1311313,3,0.8528
1311351,27,0.7995
1311381,2,0.7896
1311447,6,0.8089
1311554,12,0.816
1311571,8,0.9266
1311661,3,0.8247
1311759,6,0.8944
1311841,1,0.6898
1311903,4,0.8657
1311999,3,0.8202
1312040,10,0.8825
1312045,10,0.8974
1312064,5,0.8535
1312110,4,0.8798
1312166,7,0.8155
1312170,1,0.5599
1312259,9,0.8452
1312271,13,0.873
1312296,16,0.7966
1312556,8,0.8942
1312783,4,0.8698
1312838,9,0.7621
1312857,9,0.8763
1312871,9,0.8704
1312889,2,0.7558
1312909,11,0.773
1313267,11,0.9041
1313344,9,0.7896
1313409,2,0.8221
1313487,10,0.8635
1313490,8,0.8365
1313550,15,0.8851
1313571,6,0.8735
1313582,7,0.8565
1313587,9,0.8713
1313598,7,0.8982
1313700,8,0.8721
1313716,10,0.8355
1313756,3,0.8013
1313764,11,0.8765
1313779,3,0.8194
1313784,6,0.8493
1313887,5,0.886
1313926,8,0.9039
1314121,9,0.8672
1314170,8,0.8171
1314361,5,0.817
1314392,4,0.7322
1314414,4,0.8074
1314420,5,0.8557
1314454,12,0.8947
1314492,3,0.8626
1314529,12,0.8668
1314715,5,0.8792
1314726,10,0.8594
1314910,3,0.8074
1314946,7,0.9453
1315031,9,0.797
1315037,7,0.8531
1315179,5,0.8949
1315250,12,0.9007
1315266,9,0.8874
1315287,15,0.888
1315386,5,0.836
1315484,7,0.8956
1315649,9,0.8578
1315727,5,0.8478
1315744,6,0.8515
1315773,6,0.841
1315786,1,0.5579
1315787,1,0.711
1315897,12,0.8822
1315960,9,0.8727
1315988,11,0.8393
1316029,2,0.8472
1316174,13,0.8905
1316186,4,0.8339
1316300,5,0.8265
1316391,6,0.8266
1316484,8,0.8811
1316561,15,0.9044
1316575,7,0.8584
1316686,11,0.909
1316724,8,0.8538
1316935,3,0.7966
1316999,3,0.8659
1317152,2,0.7683
1317181,18,0.8562
1317196,4,0.8413
1317228,8,0.822
1317250,11,0.8474
1317352,9,0.867
1317385,4,0.8648
1317484,9,0.9288
1317634,8,0.8477
1317638,9,0.8315
1317673,13,0.9029
1317810,2,0.8424
1317867,11,0.8434
1317900,4,0.8729
1317986,4,0.8353
1318159,10,0.8841
1318311,5,0.8764
1318489,9,0.8525
1318599,11,0.8375
1318608,10,0.9124
1318725,7,0.9182
1318927,11,0.927
1318949,2,0.8166
1319007,7,0.9505
1319040,11,0.8583
1319090,4,0.8517
1319138,9,0.8746
1319171,3,0.777
1319281,8,0.8578
1319312,8,0.8686
1319714,8,0.8142
1319746,10,0.8722
1319803,2,0.7739
1319833,7,0.8674
1319914,5,0.8927
1319937,9,0.8408
1319995,11,0.8821
1320000,4,0.8237
1320177,14,0.8529
1320284,12,0.8409
1320462,7,0.9038
1320592,14,0.8554
1320606,8,0.837
1320609,7,0.8425
1320646,12,0.8863
1320696,10,0.8927
1320707,10,0.8892
1320708,8,0.7883
1320725,3,0.8544
1320737,12,0.8781
1320766,11,0.8393
1320835,12,0.9158
1320982,6,0.8595
1321045,8,0.8687
1321066,12,0.8691
1321126,6,0.8569
1321133,3,0.8307
1321208,9,0.9127
1321223,7,0.8498
1321266,12,0.8615
1321270,9,0.8726
1321388,12,0.8869
1321399,12,0.9173
1321434,8,0.8657
1321522,8,0.8834
1321708,4,0.7858
1321729,2,0.8041
1321931,2,0.7776
1321936,9,0.8686
1321991,18,0.8677
1322011,11,0.8584
1322114,14,0.8627
1322198,9,0.8484
1322271,9,0.9114
1322324,10,0.8568
1322503,5,0.8874
1322678,7,0.9044
1322842,10,0.9162
1322877,14,0.8954
1322888,6,0.7753
1322937,8,0.8649
1323071,19,0.8933
1323146,8,0.8895
1323367,7,0.9293
1323416,17,0.9081
1323443,14,0.8082
1323526,21,0.8702
1323589,4,0.882
1323613,8,0.8429
1323632,17,0.8254
1323660,1,0.7145
1323812,10,0.854
1323830,7,0.8526
1323836,8,0.8463
1323901,5,0.832
1323902,10,0.9049
1323969,13,0.7996
1324048,16,0.8713
1324060,8,0.8362
1324068,7,0.8526
1324101,6,0.885
1324150,9,0.835
1324231,2,0.8426
1324237,6,0.8184
1324262,10,0.924
1324271,10,0.9164
1324376,13,0.7901
1324511,12,0.9308
1324560,9,0.8752
1324581,14,0.8823
1324680,10,0.8881
1324687,12,0.8222
1324735,11,0.8709
1324781,7,0.8647
1324895,9,0.8846
1325079,8,0.9076
1325081,10,0.912
1325248,2,0.8367
1325303,7,0.8472
1325306,5,0.8359
1325348,7,0.8657
1325535,11,0.8073
1325546,2,0.8992
1325663,9,0.8346
1325763,2,0.803
1325871,1,0.6138
1326028,6,0.8731
1326052,5,0.8535
1326144,3,0.9013
1326327,10,0.9053
1326374,6,0.8617
1326414,3,0.855
1326565,4,0.8503
1326637,3,0.8562
1326672,7,0.831
1326679,5,0.8054
1326684,9,0.8806
1326733,12,0.8629
1326735,13,0.9151
1326804,8,0.8481
1326881,5,0.8341
1326996,8,0.8523
1327023,2,0.8887
1327038,3,0.9243
1327135,8,0.9182
1327274,2,0.7994
1327287,3,0.8882
1327316,18,0.8654
1327440,3,0.8418
1327573,10,0.8821
1327620,9,0.8484
1327622,5,0.8698
1327658,2,0.8201
1327696,6,0.7986
1327874,4,0.7902
1327893,9,0.8351
1328018,10,0.8537
1328089,5,0.9067
1328141,11,0.8691
1328218,11,0.863
1328290,4,0.8148
1328343,3,0.7826
1328347,8,0.7747
1328458,10,0.8826
1328501,6,0.8849
1328604,9,0.878
1328693,1,0.5235
1328750,11,0.9038
1328818,5,0.8755
1328884,8,0.8261
1328913,1,0.794
1328948,5,0.8549
1329078,2,0.8742
1329360,7,0.8253
1329435,9,0.8152
1329614,9,0.8616
1329815,9,0.8093
1330057,5,0.9151
1330082,9,0.8221
1330086,12,0.8545
1330119,16,0.8734
1330223,15,0.8531
1330389,8,0.8578
1330402,3,0.8559
1330718,5,0.8783
1330985,10,0.8391
1330986,11,0.8822
1331028,8,0.8591
1331203,1,0.6062
1331283,6,0.8249
1331552,5,0.8909
1331642,9,0.4791
1331752,12,0.8942
1331802,4,0.8506
1331829,7,0.8272
1331862,10,0.8551
1331892,8,0.7944
1331930,12,0.9272
1331966,13,0.8827
1331972,10,0.8963
1331976,9,0.9095
1331999,3,0.7683
1332015,8,0.8027
1332028,8,0.8605
1332323,3,0.8329
1332386,3,0.8645
1332395,4,0.8586
1332409,6,0.8267
1332582,21,0.8338
1332721,9,0.8744
1332730,4,0.8333
1332788,1,0.5534
1332829,5,0.792
1332833,8,0.9523
1332929,8,0.8097
1332944,8,0.806
1332979,8,0.8732
1333022,1,0.7121
1333034,6,0.8846
1333148,7,0.8588
1333180,13,0.9055
1333203,9,0.9129
1333229,9,0.8985
1333326,9,0.9004
1333582,8,0.9013
1333688,10,0.868
1333740,3,0.8821
1333926,7,0.8683
1333959,8,0.9101
1333967,6,0.8539
1334037,13,0.9012
1334050,2,0.8309
1334457,5,0.8283
1334603,6,0.8455
1334662,7,0.8449
1334693,5,0.8895
1334710,14,0.8493
1334827,1,0.6166
1334930,1,0.5497
1334961,9,0.897
1334999,3,0.7442
1335005,5,0.8413
1335040,6,0.8961
1335081,2,0.9565
1335161,6,0.8253
1335163,14,0.8385
1335170,3,0.8548
1335251,11,0.8986
1335264,7,0.8724
1335301,11,0.8067
1335514,8,0.8869
1335599,19,0.8645
1335947,10,0.9166
1335999,7,0.8476
1336048,8,0.8946
1336088,6,0.7907
1336209,8,0.8189
1336225,6,0.8084
1336230,16,0.8545
1336307,4,0.8508
1336330,6,0.856
1336363,7,0.8665
1336379,9,0.8304
1336426,8,0.8145
1336427,8,0.7963
1336459,9,0.8782
1336626,8,0.8602
1336643,11,0.8452
1336644,24,0.8557
1336656,5,0.8094
1336756,2,0.7947
1336850,7,0.9141
1336915,12,0.8767
1336967,9,0.8354
1336975,4,0.857
1337178,11,0.856
1337185,10,0.8283
1337204,6,0.8819
1337207,1,0.5945
1337228,6,0.8832
1337402,8,0.8805
1337443,5,0.8658
1337535,2,0.8266
1337666,6,0.8865
1337696,3,0.8557
1337944,2,0.8907
1337983,10,0.8456
1338001,8,0.9208
1338063,4,0.8513
1338103,5,0.8611
1338122,7,0.8935
1338151,2,0.8225
1338278,7,0.8689
1338303,17,0.8766
1338305,4,0.8352
1338341,10,0.8564
1338372,3,0.7904
1338529,20,0.8409
1338632,6,0.8552
1338885,3,0.8693
1338909,9,0.8648
1339020,7,0.8943
1339179,3,0.8098
1339184,5,0.8432
1339196,11,0.8635
1339281,5,0.8361
1339282,4,0.8985
1339655,11,0.8504
1339687,2,0.8943
1339694,2,0.8641
1339715,7,0.8856
1339850,9,0.8081
1339852,10,0.8565
1339862,13,0.8398
1340002,6,0.8757
1340009,9,0.9141
1340067,6,0.8573
1340072,8,0.85
1340158,11,0.8574
1340231,9,0.8326
1340271,11,0.8351
1340293,3,0.9162
1340376,12,0.847
1340378,7,0.8056
1340432,7,0.8854
1340504,9,0.8005
1340547,1,0.5958
1340627,6,0.8631
1340679,12,0.8794
1340850,7,0.8927
1340881,9,0.8334
1341021,3,0.8348
1341168,8,0.8017
1341239,13,0.858
1341386,1,0.638
1341435,2,0.8484
1341540,6,0.8595
1341577,7,0.8789
1341625,1,0.5842
1341644,9,0.839
1341694,8,0.8487
1341789,1,0.581
1341978,14,0.8533
1342015,6,0.8867
1342077,5,0.8984
1342091,1,0.5822
1342177,8,0.8442
1342246,5,0.8298
1342276,2,0.7907
1342279,12,0.8546
1342283,19,0.8577
1342352,9,0.8853
1342448,10,0.8929
1342546,13,0.8469
1342610,13,0.8541
1342644,12,0.8945
1342702,1,0.7026
1342706,2,0.8017
1342792,11,0.8374
1342980,6,0.8595
1343068,14,0.8582
1343340,9,0.8411
1343412,4,0.8582
1343521,7,0.881
1343526,2,0.7978
1343556,10,0.8581
1343626,8,0.873
1343693,9,0.8388
1343744,3,0.8675
1343750,24,0.8282
1343811,7,0.8015
1343835,12,0.8283
1343840,8,0.8863
1343868,7,0.8463
1343938,10,0.8667
1344164,8,0.8558
1344313,10,0.8702
1344376,2,0.6947
1344377,4,0.767
1344383,3,0.8247
1344391,8,0.8341
1344465,9,0.899
1344571,3,0.8373
1344580,9,0.9218
1344636,12,0.8372
1344711,5,0.8359
1344743,6,0.8703
1344821,5,0.8043
1344873,3,0.9185
1344875,12,0.8665
1344927,8,0.8856
1344948,15,0.908
1345007,6,0.9037
1345010,4,0.9474
1345145,8,0.8782
1345297,6,0.8136
1345464,17,0.879
1345491,15,0.8281
1345601,15,0.855
1345614,2,0.8846
1345867,6,0.8519
1345928,7,0.8804
1346054,13,0.8767
1346147,8,0.9059
1346164,4,0.8606
1346245,9,0.8504
1346348,4,0.9057
1346372,2,0.8036
1346459,1,0.5258
1346486,8,0.8412
1346488,6,0.8232
1346655,4,0.846
1346673,4,0.8122
1346768,6,0.8531
1346769,11,0.932
1346946,18,0.8927
1346948,1,0.657
1346984,6,0.8745
1347009,10,0.9237
1347069,8,0.8002
1347113,8,0.8632
1347225,10,0.8139
1347586,5,0.8712
1347788,4,0.8626
1347878,8,0.831
1347879,14,0.8037
1348033,11,0.8672
1348178,6,0.8665
1348191,9,0.8532
1348205,8,0.8832
1348252,6,0.8306
1348287,2,0.7991
1348354,6,0.8343
1348568,1,0.7075
1348645,4,0.8848
1348660,9,0.9284
1348744,9,0.8676
1348786,10,0.8573
1348848,4,0.8764
1348853,10,0.9084
1348871,14,0.8818
1348956,1,0.7255
1348981,9,0.8245
1349039,8,0.8516
1349252,9,0.8602
1349412,8,0.8678
1349801,6,0.8774
1349891,3,0.877
1349905,7,0.7994
1350146,7,0.8648
1350164,14,0.8288
1350197,6,0.8829
1350201,6,0.853
1350527,10,0.8614
1350685,9,0.8835
1350792,12,0.8482
1350914,3,0.8134
1350959,13,0.8833
1351043,14,0.8584
1351067,11,0.8715
1351106,2,0.8351
1351153,3,0.854
1351158,6,0.9453
1351476,11,0.8826
1351578,12,0.8701
1351602,4,0.8204
1351658,12,0.8698
1351758,6,0.8225
1351856,2,0.8238
1351944,4,0.8755
1352056,6,0.8661
1352133,10,0.885
1352201,2,0.844
1352270,8,0.8494
1352296,11,0.8834
1352454,10,0.8714
1352520,24,0.8482
1352579,4,0.8866
1352631,18,0.9191
1352688,1,0.661
1352779,5,0.859
1352815,9,0.882
1352834,7,0.8879
1352925,10,0.889
1352996,12,0.9301
1353131,1,0.6288
1353430,10,0.8755
1353457,7,0.9049
1353466,8,0.9182
1353546,11,0.8311
1353547,7,0.8429
1353659,4,0.8434
1353766,7,0.8935
1353777,4,0.9283
1353972,7,0.8979
1354085,10,0.8171
1354156,13,0.9099
1354178,5,0.8408
1354204,11,0.8574
1354205,4,0.8289
1354218,7,0.8445
1354310,10,0.8582
1354330,8,0.8192
1354351,9,0.8461
1354370,13,0.8108
1354421,11,0.8821
1354465,8,0.8732
1354529,10,0.8365
1354643,10,0.8279
1354648,2,0.8135
1354772,4,0.836
1354812,9,0.8711
1354826,14,0.8944
1354873,8,0.866
1354906,2,0.8
1354940,4,0.8372
1355030,5,0.8269
1355162,4,0.8823
1355553,13,0.8752
1355720,10,0.8678
1355760,5,0.8343
1355795,2,0.8483
1355914,2,0.7598
1356005,9,0.8864
1356036,27,0.8409
1356039,11,0.8592
1356054,2,0.8953
1356062,7,0.8257
1356110,3,0.8371
1356211,5,0.8494
1356319,7,0.8159
1356413,12,0.8556
1356449,7,0.7888
1356687,6,0.8737
1356811,6,0.9114
1357087,19,0.8811
1357103,7,0.8259
1357140,7,0.8402
1357158,7,0.8604
1357221,6,0.7383
1357256,4,0.8854
1357284,6,0.8954
1357369,1,0.6234
1357393,1,0.5228
1357522,2,0.8648
1357532,15,0.8522
1357601,15,0.9119
1357609,10,0.9105
1357617,8,0.8899
1357671,8,0.8712
1357747,4,0.8433
1357765,10,0.9066
1357831,8,0.8636
1357834,6,0.8584
1357883,10,0.8445
1357887,5,0.8516
1357905,9,0.8845
1357936,8,0.8497
1358168,13,0.8925
1358170,5,0.8475
1358308,8,0.933
1358317,12,0.8871
1358374,10,0.8294
1358654,13,0.8909
1358732,5,0.8239
1358775,11,0.9088
1358838,12,0.8816
1358921,6,0.8223
1359227,10,0.8891
1359239,4,0.7778
1359373,8,0.8641
1359466,11,0.869
1359519,7,0.9044
1359555,5,0.8535
1359578,13,0.8849
1359612,17,0.8459
1359729,9,0.9035
1359782,6,0.8999
1359783,7,0.9
1359867,12,0.8545
1359875,13,0.8576
1359884,7,0.8181
1359910,6,0.884
1359911,13,0.8941
1360027,6,0.8707
1360122,14,0.8441
1360176,10,0.8882
1360345,7,0.8587
1360361,9,0.8882
1360400,6,0.8885
1360443,3,0.8686
1360526,4,0.8412
1360553,11,0.8763
1360627,3,0.842
1360642,9,0.8693
1360651,1,0.5928
1360839,10,0.8586
1360938,9,0.842
1360964,6,0.8555
1361052,10,0.8647
1361187,8,0.8445
1361207,5,0.8834
1361222,2,0.8201
1361376,12,0.8405
1361432,8,0.8673
1361476,10,0.9199
1361583,4,0.8983
1361606,8,0.8771
1361646,2,0.8112
1361729,6,0.8655
1361738,12,0.8826
1361773,5,0.8486
1361781,13,0.8771
1361860,2,0.8176
1362014,10,0.8382
1362015,3,0.7977
1362272,3,0.8152
1362342,3,0.8691
1362570,2,0.9117
1362641,6,0.8714
1362671,10,0.9376
1362913,9,0.8571
1362917,4,0.8092
1363126,9,0.8466
1363138,9,0.9011
1363234,3,0.8692
1363244,6,0.8257
1363271,9,0.949
1363276,9,0.8982
1363320,9,0.8545
1363616,3,0.8675
1363621,16,0.8569
1363743,7,0.8723
1363758,8,0.866
1363789,6,0.8549
1363843,12,0.8836
1363895,9,0.8617
1363901,9,0.8994
1363943,13,0.8582
1364105,3,0.8812
1364129,7,0.8502
1364230,1,0.5718
1364269,5,0.8165
1364328,2,0.8473
1364350,13,0.7575
1364486,4,0.8401
1364548,9,0.8733
1364577,10,0.8336
1364617,12,0.8728
1364663,3,0.7778
1364665,6,0.9072
1364707,10,0.9173
1364808,10,0.8724
1364837,9,0.8315
1364847,5,0.8941
1364849,9,0.8458
1364877,16,0.8776
1365034,5,0.8822
1365073,12,0.8612
1365075,2,0.8054
1365076,2,0.7759
1365217,10,0.887
1365228,10,0.883
1365244,7,0.9012
1365351,1,0.5637
1365364,13,0.8433
1365444,9,0.85
1365487,1,0.637
1365565,8,0.7903
1365585,6,0.9057
1365602,9,0.8876
1365665,12,0.8481
1365753,3,0.8878
1365869,2,0.8621
1365891,4,0.8381
1365943,9,0.8429
1365986,18,0.7721
1366070,1,0.6186
1366196,9,0.8554
1366202,16,0.8948
1366398,7,0.9082
1366461,8,0.8864
1366480,5,0.8591
1366484,8,0.9162
1366876,2,0.8016
1366893,9,0.7497
1367010,8,0.806
1367011,11,0.9049
1367048,9,0.8799
1367128,11,0.8906
1367242,13,0.8592
1367245,3,0.8371
1367297,6,0.8683
1367310,6,0.7908
1367421,1,0.6348
1367439,9,0.8783
1367455,3,0.8242
1367835,6,0.8767
1367852,11,0.8679
1368191,3,0.8791
1368213,4,0.8711
1368455,7,0.9398
1368464,2,0.8253
1368582,10,0.8792
1368887,8,0.8703
1368984,11,0.8604
1369002,11,0.8234
1369207,15,0.8467
1369242,2,0.7991
1369257,12,0.8373
1369340,11,0.8913
1369346,24,0.8365
1369787,3,0.8579
1369822,6,0.8357
1369895,10,0.7943
1369934,16,0.865
1369937,6,0.8519
1369971,9,0.7783
1369984,3,0.853
1370001,1,0.6033
1370013,8,0.8099
1370017,2,0.8404
1370022,9,0.8959
1370076,8,0.9284
1370081,11,0.8515
1370093,3,0.8271
1370110,4,0.8038
1370217,2,0.7469
1370271,8,0.8834
1370279,7,0.8414
1370891,11,0.8377
1371085,2,0.8188
1371197,3,0.8265
1371406,1,0.495
1371457,3,0.8294
1371468,1,0.5764
1371475,9,0.8692
1371597,6,0.8973
1371615,13,0.8745
1371636,4,0.8296
1371672,11,0.9121
1371736,7,0.8256
1371795,4,0.8815
1371816,1,0.5795
1371821,10,0.92
1371867,10,0.9091
1371939,5,0.8374
1371945,9,0.9054
1371986,12,0.8069
1372042,4,0.8851
1372218,4,0.757
1372365,2,0.8411
1372484,8,0.8733
1372872,8,0.8496
1372977,3,0.7913
1373004,18,0.9422
1373042,10,0.843
1373145,9,0.8627
1373281,7,0.8473
1373286,10,0.8992
1373339,9,0.8778
1373440,10,0.8841
1373576,14,0.8528
1373685,7,0.8239
1373697,11,0.8823
1373723,10,0.8536
1373893,9,0.8085
1373919,7,0.8011
1373959,11,0.7954
1373978,3,0.789
1374130,12,0.8388
1374148,18,0.8238
1374214,9,0.9548
1374227,7,0.9045
1374324,6,0.8182
1374514,6,0.8789
1374521,5,0.8297
1374728,9,0.8028
1374963,2,0.8054
1374980,18,0.8315
1375356,9,0.8738
1375454,11,0.8407
1375473,11,0.8593
1375497,16,0.9072
1375625,9,0.8544
1375790,9,0.8763
1375831,6,0.8204
1375877,1,0.6181
1375883,5,0.8751
1375884,3,0.7557
1375897,19,0.895
1375916,7,0.8245
1375947,6,0.863
1375969,10,0.8073
1376063,9,0.8884
1376068,12,0.7972
1376098,8,0.8737
1376127,22,0.8411
1376140,10,0.8565
1376153,2,0.8215
1376207,6,0.88
1376377,7,0.8355
1376388,1,0.5788
1376472,7,0.8279
1376481,8,0.8475
1376634,10,0.8388
1376670,10,0.8978
1376825,9,0.8836
1377114,2,0.8316
1377139,8,0.8384
1377208,14,0.8831
1377215,1,0.5569
1377382,9,0.8558
1377441,19,0.8189
1377445,15,0.8521
1377458,11,0.8901
1377601,1,0.5352
1377740,15,0.8392
1377757,11,0.8779
1377821,7,0.8536
1377989,8,0.9148
1378090,5,0.848
1378122,1,0.5387
1378188,8,0.9267
1378327,9,0.8662
1378387,4,0.8274
1378464,9,0.9287
1378600,3,0.8666
1378654,6,0.86
1378758,4,0.8591
1378782,2,0.7912
1379052,4,0.8663
1379173,10,0.8655
1379217,6,0.8173
1379281,12,0.8634
1379328,5,0.8492
1379360,4,0.8135
1379414,9,0.8011
1379520,7,0.8651
1379581,5,0.8952
1379718,7,0.9022
1379792,5,0.8435
1379924,7,0.8978
1380003,10,0.85
1380107,5,0.8084
1380122,9,0.8471
1380186,8,0.884
1380238,11,0.8224
1380323,7,0.8533
1380358,8,0.8662
1380383,4,0.8846
1380612,6,0.888
1380763,12,0.8486
1380843,9,0.8846
1380938,7,0.8708
1381059,11,0.9491
1381096,10,0.8315
1381155,1,0.575
1381180,9,0.8805
1381297,8,0.898
1381376,3,0.8141
1381414,9,0.9284
1381493,9,0.8773
1381579,12,0.8966
1381630,12,0.8206
1381665,1,0.6164
1381887,1,0.6881
1381933,8,0.8468
1381949,11,0.9012
1382138,9,0.8807
1382207,2,0.7837
1382236,6,0.9142
1382244,8,0.855
1382331,10,0.8796
1382401,8,0.8388
1382616,5,0.884
1382831,9,0.8824
1382990,9,0.8715
1383033,6,0.8495
1383047,14,0.8835
1383157,9,0.8758
1383244,14,0.852
1383384,4,0.8591
1383550,6,0.8827
1383632,4,0.8437
1383774,5,0.9102
1383906,13,0.8647
1384010,8,0.8513
1384017,1,0.5557
1384143,2,0.8296
1384170,4,0.8773
1384190,10,0.8394
1384195,14,0.8311
1384232,6,0.853
1384377,5,0.8974
1384378,14,0.8428
1384397,3,0.8732
1384450,13,0.8335
1384479,13,0.9098
1384484,20,0.8037
1384547,19,0.7887
1384687,9,0.9073
1384745,9,0.8649
1384865,12,0.8604
1384869,4,0.8072
1384997,5,0.9372
1385002,6,0.9366
1385012,12,0.8411
1385111,10,0.8573
1385119,6,0.8833
1385210,7,0.8922
1385267,11,0.8896
1385269,5,0.8919
1385410,2,0.8089
1385545,9,0.9023
1385602,13,0.8597
1385675,6,0.9295
1385692,4,0.8178
1385836,5,0.8584
1385844,13,0.894
1385854,12,0.8707
1385900,12,0.8962
1386020,9,0.873
1386138,9,0.8891
1386213,8,0.8761
1386223,20,0.8422
1386288,10,0.8681
1386495,12,0.872
1386497,19,0.8359
1386505,5,0.8204
1386572,8,0.8512
1386641,7,0.8821
1386777,29,0.8381
1386785,7,0.8683
1386809,8,0.8944
1386839,2,0.8239
1386869,8,0.8591
1386896,15,0.8462
1386981,11,0.9252
1387084,6,0.8507
1387239,10,0.906
1387294,10,0.8348
1387296,1,0.6328
1387303,8,0.8541
1387344,7,0.8235
1387364,6,0.8842
1387540,8,0.8263
1387562,3,0.8802
1387602,9,0.8706
1387696,9,0.8501
1387709,10,0.8374
1387717,1,0.4987
1387813,6,0.8734
1387916,8,0.8669
1387933,3,0.9054
1388075,1,0.6109
1388093,11,0.8595
1388140,12,0.8862
1388171,6,0.9095
1388277,7,0.7681
1388321,7,0.8155
1388657,16,0.8234
1388698,11,0.8574
1388714,4,0.8402
1388881,6,0.8899
1388916,3,0.8262
1388955,11,0.8904
1389080,8,0.828
1389124,6,0.8457
1389157,10,0.8864
1389199,4,0.9233
1389242,10,0.8762
1389336,10,0.8549
1389436,7,0.8337
1389472,10,0.8654
1389475,7,0.864
1389812,4,0.8667
1389822,14,0.9448
1390010,11,0.8229
1390247,1,0.5165
1390332,7,0.8578
1390439,8,0.8695
1390524,11,0.8656
1390616,7,0.8655
1390667,10,0.8529
1390735,7,0.8416
1390775,12,0.9042
1390810,10,0.8734
1390870,7,0.7979
1390911,12,0.8353
1390946,16,0.8609
1390977,2,0.8245
1391001,9,0.877
1391141,1,0.6095
1391271,6,0.894
1391304,3,0.8672
1391317,9,0.9214
1391342,7,0.9058
1391396,4,0.8944
1391437,8,0.8847
1391439,9,0.9476
1391587,4,0.8456
1391683,18,0.8643
1391762,11,0.8801
1391786,6,0.8787
1391804,6,0.868
1392056,4,0.8951
1392064,13,0.8239
1392081,1,0.6515
1392104,12,0.8395
1392270,8,0.8574
1392331,15,0.8639
1392381,12,0.8605
1392385,10,0.8696
1392677,5,0.882
1392736,12,0.8143
1392746,15,0.8411
1392780,8,0.9026
1392786,10,0.8644
1392831,6,0.859
1392853,4,0.9222
1392971,10,0.84
1392983,12,0.8828
1392997,7,0.8951
1393195,3,0.8656
1393197,5,0.8699
1393272,8,0.8987
1393311,6,0.8603
1393631,9,0.8752
1393633,12,0.9008
1393654,6,0.841
1393715,6,0.8864
1393842,9,0.8728
1393934,3,0.8515
1393938,3,0.805
1394029,11,0.8418
1394072,2,0.8305
1394114,8,0.8846
1394257,5,0.903
1394355,8,0.9096
1394363,7,0.8966
1394390,5,0.8247
1394414,3,0.8782
1394490,11,0.865
1394496,1,0.6344
1394632,1,0.5053
1394670,11,0.8511
1394701,14,0.8363
1394761,7,0.7965
1394892,12,0.838
1394920,11,0.9087
1395050,4,0.8402
1395177,6,0.8081
1395199,8,0.9256
1395303,4,0.8578
1395330,8,0.8661
1395337,3,0.8413
1395341,8,0.902
1395356,20,0.8404
1395388,3,0.8728
1395389,7,0.8525
1395396,3,0.8008
1395426,11,0.84
1395565,4,0.779
1395613,4,0.8312
1395708,8,0.8705
1395792,15,0.8767
1395829,11,0.8768
1395876,4,0.7984
1395883,7,0.8347
1395893,14,0.8513
1395995,5,0.8832
1396142,3,0.7698
1396198,7,0.8394
1396223,1,0.7377
1396253,9,0.8444
1396360,1,0.642
1396371,5,0.891
1396387,1,0.6741
1396388,8,0.8478
1396432,5,0.8327
1396528,13,0.8897
1396673,7,0.8813
1396741,15,0.8433
1396751,9,0.8652
1396796,11,0.806
1396831,1,0.6235
1396882,6,0.8807
1396887,5,0.8949
1397143,22,0.8684
1397186,5,0.8363
1397225,14,0.8079
1397335,5,0.8473
1397354,25,0.8538
1397418,9,0.8985
1397515,4,0.8824
1397756,9,0.8927
1397773,10,0.8711
1397879,9,0.8881
1397927,8,0.8622
1397958,8,0.8992
1397996,10,0.8659
1398039,6,0.7948
1398059,4,0.8568
1398090,7,0.9076
1398167,3,0.8357
1398218,11,0.8723
1398241,8,0.8447
1398243,12,0.899
1398302,3,0.9105
1398559,10,0.8485
1398609,11,0.89
1398730,8,0.8799
1398777,8,0.9052
1398848,7,0.881
1398876,11,0.934
1398964,8,0.8702
1399003,12,0.8618
1399025,5,0.8469
1399047,11,0.8907
1399071,9,0.8805
1399085,12,0.8771
1399168,10,0.8987
1399177,12,0.8296
1399263,6,0.8465
1399303,8,0.9142
1399369,6,0.8336
1399597,11,0.9215
1399646,8,0.9019
1399762,9,0.8682
1399776,9,0.8244
1399815,1,0.547
1399863,7,0.8677
1399884,13,0.8836
1399946,12,0.8547
1399947,8,0.8655
1400293,10,0.8895
1400355,12,0.8938
1400384,8,0.7786
1400415,7,0.8895
1400471,8,0.8199
1400489,9,0.8588
1400557,12,0.8561
1400602,10,0.8801
1400740,2,0.7535
1400775,3,0.8297
1400824,20,0.8909
1401175,9,0.8528
1401220,3,0.8351
1401243,18,0.8346
1401287,4,0.8334
1401300,5,0.8126
1401339,14,0.8049
1401380,4,0.8816
1401397,6,0.8581
1401401,13,0.8893
1401548,5,0.8542
1401705,6,0.8417
1401766,14,0.865
1402011,11,0.88
1402108,12,0.8646
1402213,9,0.909
1402214,8,0.8745
1402232,5,0.9116
1402235,9,0.8145
1402248,10,0.8683
1402261,1,0.6158
1402269,9,0.878
1402278,12,0.878
1402311,7,0.9124
1402354,11,0.8717
1402512,10,0.8309
1402569,10,0.8764
1402740,5,0.9216
1402907,17,0.8947
1402956,5,0.8226
1403015,3,0.8828
1403189,3,0.846
1403234,4,0.8293
1403265,1,0.629
1403480,16,0.8768
1403483,2,0.7473
1403505,12,0.848
1403607,1,0.6082
1403630,8,0.9064
1403718,13,0.9245
1403724,1,0.4971
1403764,9,0.8331
