ID,LOAN_ID,USER_ID,CREATED_AT,AMOUNT_DISBURSED,AMOUNT_FEE,NUM_REPAYMENTS,DAYS_BTWN_REPAYMENTS,LOAN_TERM_DAYS,LOAN_STATUS,DISBURSED_AT,USER_LOAN_RANK,PAID_IN_FULL_AT,CREDIT_SCORE,AMOUNT_REPAID,LOAN_TENURE
66173,5804386,1580090,2018-05-16,1000,152,4,7,28,defaulted,16/05/18,9,,0.8392,0,
13140,4895118,1580246,2018-03-04,9000,1656,8,7,56,defaulted,2018-03-04 00:00:00,10,,0.8425,64,
73273,5722887,1580354,2018-12-05,5000,664,4,7,28,defaulted,2018-12-05 00:00:00,6,,0.8978,100,
38366,6384872,1580984,2018-12-06,1000,152,4,7,28,defaulted,2018-12-06 00:00:00,3,,0.8288,0,
72039,5252616,1581367,2018-04-20,3100,432,4,7,28,defaulted,20/04/18,5,,0.8438,50,
98351,6081560,1581618,2018-05-30,5000,695,1,28,28,defaulted,30/05/18,14,,0.8534,60,
41408,5307419,1581688,2018-04-23,10000,1952,8,7,56,defaulted,23/04/18,14,,0.8759,6190,
82716,5991399,1582022,2018-05-25,9000,1656,8,7,56,defaulted,25/05/18,11,,0.8649,0,
3355,5909549,1582660,2018-05-21,5000,664,4,7,28,defaulted,21/05/18,5,,0.8796,0,
53745,5305078,1583178,2018-04-23,1000,152,4,7,28,defaulted,23/04/18,5,,0.8407,52,
10841,5493148,1583544,2018-02-05,1000,152,4,7,28,defaulted,2018-02-05 00:00:00,2,,0.805,0,
93856,5048026,1583711,2018-10-04,1000,152,4,7,28,defaulted,2018-10-04 00:00:00,4,,0.8169,0,
78442,6619550,1583717,2018-06-23,2000,304,4,7,28,defaulted,23/06/18,4,,0.8508,0,
73508,6619731,1585675,2018-06-23,2000,304,4,7,28,defaulted,23/06/18,6,,0.8394,6,
22412,5369809,1586336,2018-04-26,5000,664,4,7,28,defaulted,26/04/18,4,,0.8547,4164,
9806,5709003,1586430,2018-11-05,7750,1522,8,7,56,defaulted,2018-11-05 00:00:00,7,,0.9057,0,
18523,5509158,1587053,2018-02-05,4000,540,4,7,28,defaulted,2018-02-05 00:00:00,7,,0.8855,0,
44634,6614425,1587350,2018-06-23,3100,432,4,7,28,defaulted,23/06/18,9,,0.8035,750,
54175,6096659,1588949,2018-05-30,3100,452,1,28,28,defaulted,30/05/18,10,,0.8631,1754,
39585,4938234,1589215,2018-05-04,1000,153,1,28,28,defaulted,2018-05-04 00:00:00,16,,0.8765,0,
53954,6556797,1589593,2018-06-20,9000,1656,8,7,56,defaulted,20/06/18,7,,0.8697,1250,
81542,6499321,1589891,2018-06-18,5000,664,4,7,28,defaulted,18/06/18,7,,0.8223,1,
82472,5463810,1590914,2018-04-30,500,76,4,7,28,defaulted,30/04/18,3,,0.8096,0,
81648,5087735,1591058,2018-12-04,1000,152,4,7,28,defaulted,2018-12-04 00:00:00,4,,0.8134,0,
998,6672718,1591752,2018-06-26,12000,2072,8,7,56,defaulted,26/06/18,11,,0.8694,13,
4429,5275124,1592504,2018-04-21,18000,3304,8,7,56,defaulted,21/04/18,13,,0.8808,10652,
81556,5819920,1592681,2018-05-17,500,76,4,7,28,defaulted,17/05/18,2,,0.8125,0,
55375,5244315,1593396,2018-04-20,3100,432,4,7,28,defaulted,20/04/18,5,,0.8669,0,
8764,5088737,1593755,2018-12-04,9000,2174,2,28,56,defaulted,2018-12-04 00:00:00,8,,0.8962,0,
87367,5797740,1593942,2018-05-16,1000,152,4,7,28,defaulted,16/05/18,9,,0.7922,1,
34485,4861742,1594557,2018-02-04,12000,2070,2,28,56,defaulted,2018-02-04 00:00:00,10,,0.8756,2000,
41224,5377262,1595670,2018-04-26,1000,152,4,7,28,defaulted,26/04/18,6,,0.8342,0,
60303,6748614,1597567,2018-06-29,1000,153,1,28,28,defaulted,29/06/18,9,,0.8715,253,
76532,5812248,1597820,2018-05-16,500,76,4,7,28,defaulted,16/05/18,3,,0.8195,0,
62066,4903028,1597936,2018-04-04,1000,152,4,7,28,defaulted,2018-04-04 00:00:00,4,,0.812,0,
19085,5472503,1598216,2018-01-05,2000,304,4,7,28,defaulted,2018-01-05 00:00:00,2,,0.7751,729,
3019,4914639,1598437,2018-04-04,5000,695,1,28,28,defaulted,2018-04-04 00:00:00,5,,0.8056,0,
18075,5746237,1598480,2018-05-13,7750,1522,8,7,56,defaulted,13/05/18,8,,0.9253,6072,
80228,5278986,1598533,2018-04-21,1000,152,4,7,28,defaulted,21/04/18,6,,0.8297,0,
43909,5695895,1598751,2018-11-05,1000,153,1,28,28,defaulted,2018-11-05 00:00:00,9,,0.7846,0,
47848,6343400,1599017,2018-10-06,9000,1656,8,7,56,defaulted,2018-10-06 00:00:00,9,,0.8826,4050,
27604,6361978,1599307,2018-11-06,7750,1522,8,7,56,defaulted,2018-11-06 00:00:00,8,,0.8684,212,
14952,4999988,1599631,2018-08-04,4000,574,1,28,28,defaulted,2018-08-04 00:00:00,4,,0.8769,0,
60591,5620992,1600242,2018-07-05,3100,432,4,7,28,defaulted,2018-07-05 00:00:00,10,,0.8692,100,
81269,6027179,1601144,2018-05-27,4000,540,4,7,28,defaulted,27/05/18,8,,0.8758,300,
68502,4919812,1601390,2018-04-04,3100,432,4,7,28,defaulted,2018-04-04 00:00:00,7,,0.8337,0,
49866,5381755,1601435,2018-04-26,3100,432,4,7,28,defaulted,26/04/18,5,,0.8667,1,
18855,6374934,1602707,2018-12-06,2000,304,4,7,28,defaulted,2018-12-06 00:00:00,8,,0.8374,500,
88890,5266561,1602719,2018-04-21,1000,153,1,28,28,defaulted,21/04/18,7,,0.8734,0,
71702,4936512,1603651,2018-05-04,1000,152,4,7,28,defaulted,2018-05-04 00:00:00,2,,0.8135,52,
3353,6124431,1603669,2018-01-06,10000,2288,2,28,56,defaulted,2018-01-06 00:00:00,9,,0.8705,4000,
78882,5900105,1604649,2018-05-21,250,38,4,7,28,defaulted,21/05/18,1,,0.567,0,
56381,6763655,1604793,2018-06-30,1000,152,4,7,28,defaulted,30/06/18,8,,0.7947,0,
8062,5093145,1605074,2018-12-04,1000,152,4,7,28,defaulted,2018-12-04 00:00:00,4,,0.8865,700,
31332,5831299,1605761,2018-05-17,4000,540,4,7,28,defaulted,17/05/18,4,,0.9133,0,
37593,5531590,1605869,2018-03-05,1000,152,4,7,28,defaulted,2018-03-05 00:00:00,4,,0.8129,0,
40252,6361723,1606050,2018-11-06,1000,152,4,7,28,defaulted,2018-11-06 00:00:00,6,,0.7965,0,
72522,5218021,1606092,2018-04-18,7750,2040,2,28,56,defaulted,18/04/18,9,,0.8513,1,
21209,5564400,1606430,2018-05-05,5000,695,1,28,28,defaulted,2018-05-05 00:00:00,9,,0.8637,2985,
25911,5694808,1607181,2018-10-05,3100,432,4,7,28,defaulted,2018-10-05 00:00:00,4,,0.8687,203,
4646,4976199,1608876,2018-07-04,1000,152,4,7,28,defaulted,2018-07-04 00:00:00,1,,0.6752,0,
11082,5421239,1608891,2018-04-28,6600,1782,2,28,56,defaulted,28/04/18,7,,0.8667,2382,
116,5619182,1610186,2018-07-05,6600,1368,8,7,56,defaulted,2018-07-05 00:00:00,9,,0.8867,0,
88486,6320671,1611093,2018-09-06,1000,152,4,7,28,defaulted,2018-09-06 00:00:00,3,,0.8791,0,
80582,5585184,1611542,2018-06-05,1000,153,1,28,28,defaulted,2018-06-05 00:00:00,4,,0.8844,0,
94797,6727415,1611647,2018-06-28,3100,452,1,28,28,defaulted,28/06/18,7,,0.8115,0,
67835,6297434,1611847,2018-08-06,5000,695,1,28,28,defaulted,2018-08-06 00:00:00,9,,0.8705,3500,
45570,6407077,1613114,2018-06-13,500,76,4,7,28,defaulted,13/06/18,1,,0.5851,0,
53997,5433768,1615073,2018-04-29,5000,695,1,28,28,defaulted,29/04/18,10,,0.8733,295,
78140,6283477,1615968,2018-08-06,1000,152,4,7,28,defaulted,2018-08-06 00:00:00,4,,0.8965,0,
49750,5480170,1616280,2018-01-05,1000,152,4,7,28,defaulted,2018-01-05 00:00:00,4,,0.8252,1,
19059,5016891,1617501,2018-09-04,5000,695,1,28,28,defaulted,2018-09-04 00:00:00,7,,0.87,1900,
57707,5618087,1618344,2018-07-05,6600,1368,8,7,56,defaulted,2018-07-05 00:00:00,7,,0.858,0,
84228,5001668,1618552,2018-08-04,2000,306,1,28,28,defaulted,2018-08-04 00:00:00,6,,0.8784,0,
22511,6423784,1618627,2018-06-14,6600,1782,2,28,56,defaulted,14/06/18,8,,0.8358,0,
13613,5295370,1619067,2018-04-22,1000,152,4,7,28,defaulted,22/04/18,1,,0.6066,502,
44336,5303900,1619399,2018-04-23,10000,2288,2,28,56,defaulted,23/04/18,11,,0.8686,0,
36399,5977341,1619703,2018-05-24,2000,304,4,7,28,defaulted,25/05/18,5,,0.8824,0,
30297,5701675,1620172,2018-11-05,3100,432,4,7,28,defaulted,2018-11-05 00:00:00,8,,0.8544,1,
26247,5354279,1620457,2018-04-25,250,38,4,7,28,defaulted,25/04/18,1,,0.5477,0,
46800,5299408,1621675,2018-04-22,10000,1952,8,7,56,defaulted,22/04/18,9,,0.8568,0,
37764,5970775,1621710,2018-05-24,9000,2174,2,28,56,defaulted,24/05/18,8,,0.9367,500,
71467,5340017,1621839,2018-04-24,500,76,4,7,28,defaulted,25/04/18,1,,0.6023,0,
34879,4935228,1622113,2018-05-04,1000,152,4,7,28,defaulted,2018-05-04 00:00:00,3,,0.8373,401,
72437,5926589,1622279,2018-05-22,2000,304,4,7,28,defaulted,22/05/18,6,,0.8736,1,
3149,5003275,1622833,2018-08-04,6600,1782,2,28,56,defaulted,2018-08-04 00:00:00,6,,0.8299,1405,
98913,5176622,1624707,2018-04-16,5000,664,4,7,28,defaulted,16/04/18,17,,0.8863,400,
14176,4995241,1625191,2018-08-04,3100,432,4,7,28,defaulted,2018-08-04 00:00:00,12,,0.8612,0,
31233,5687432,1625618,2018-10-05,3100,452,1,28,28,defaulted,2018-10-05 00:00:00,7,,0.8639,100,
10787,5568936,1625979,2018-05-05,7750,1522,8,7,56,defaulted,2018-05-05 00:00:00,9,,0.8762,0,
76565,5786262,1626010,2018-05-15,5000,664,4,7,28,defaulted,15/05/18,11,,0.816,664,
14580,5806254,1626255,2018-05-16,10000,1952,8,7,56,defaulted,16/05/18,9,,0.8257,2,
6401,5887826,1627110,2018-05-20,1000,152,4,7,28,defaulted,20/05/18,5,,0.878,0,
27927,5681763,1628108,2018-10-05,18000,3304,8,7,56,defaulted,2018-10-05 00:00:00,13,,0.8787,0,
11623,5820238,1629364,2018-05-17,7750,2040,2,28,56,defaulted,17/05/18,9,,0.9012,6,
8483,4848900,1629740,2018-01-04,4000,540,4,7,28,defaulted,2018-01-04 00:00:00,5,,0.869,0,
2582,5538066,1630892,2018-04-05,6600,1782,2,28,56,defaulted,2018-04-05 00:00:00,8,,0.8659,0,
2210,6220138,1630938,2018-05-06,4000,540,4,7,28,defaulted,2018-05-06 00:00:00,4,,0.8987,0,
84047,6139753,1631982,2018-01-06,12000,2072,8,7,56,defaulted,2018-01-06 00:00:00,11,,0.8477,0,
97979,5652740,1632204,2018-09-05,1000,153,1,28,28,defaulted,2018-09-05 00:00:00,6,,0.8507,0,
72627,5611523,1632304,2018-07-05,10000,1952,8,7,56,defaulted,2018-07-05 00:00:00,10,,0.868,100,
82309,6473895,1632675,2018-06-16,9000,1656,8,7,56,defaulted,16/06/18,10,,0.8537,0,
97792,5151232,1635525,2018-04-15,2000,306,1,28,28,defaulted,15/04/18,7,,0.8867,0,
11730,5976481,1637023,2018-05-24,6600,1368,8,7,56,defaulted,24/05/18,7,,0.9132,3000,
36465,5980799,1638453,2018-05-25,1000,152,4,7,28,defaulted,25/05/18,11,,0.7971,0,
21240,5187453,1639604,2018-04-17,250,38,4,7,28,defaulted,17/04/18,5,,0.8361,0,
57174,6501850,1639649,2018-06-18,6600,1368,8,7,56,defaulted,18/06/18,7,,0.8799,968,
18420,6089152,1639887,2018-05-30,4000,540,4,7,28,defaulted,30/05/18,6,,0.8885,36,
87665,5067886,1640157,2018-11-04,3100,432,4,7,28,defaulted,2018-11-04 00:00:00,4,,0.8112,0,
10749,4878457,1640346,2018-03-04,4000,574,1,28,28,defaulted,2018-03-04 00:00:00,6,,0.7929,0,
8946,6730004,1640726,2018-06-28,1000,152,4,7,28,defaulted,29/06/18,1,,0.5325,0,
24672,4885388,1641303,2018-03-04,7750,1522,8,7,56,defaulted,2018-03-04 00:00:00,8,,0.8529,1000,
84309,6189482,1641324,2018-04-06,5000,664,4,7,28,defaulted,2018-04-06 00:00:00,12,,0.8584,210,
24787,5529954,1642827,2018-03-05,5000,695,1,28,28,defaulted,2018-03-05 00:00:00,6,,0.8559,0,
6454,5269459,1643441,2018-04-21,2000,306,1,28,28,defaulted,21/04/18,3,,0.7997,1400,
21275,6044665,1643829,2018-05-28,9000,1656,8,7,56,defaulted,28/05/18,11,,0.8714,0,
89295,5377661,1644466,2018-04-26,2000,304,4,7,28,defaulted,26/04/18,3,,0.8906,0,
11922,5783111,1645222,2018-05-15,7750,1522,8,7,56,defaulted,15/05/18,8,,0.8059,0,
3914,5799503,1645630,2018-05-16,10000,1952,8,7,56,defaulted,16/05/18,9,,0.8164,0,
5570,6270153,1645850,2018-07-06,1000,152,4,7,28,defaulted,2018-07-06 00:00:00,2,,0.8406,18,
39476,5726042,1645902,2018-12-05,5000,695,1,28,28,defaulted,2018-12-05 00:00:00,5,,0.7491,300,
821,5728468,1646504,2018-12-05,1000,152,4,7,28,defaulted,2018-12-05 00:00:00,2,,0.8391,208,
33110,5137917,1647006,2018-04-14,500,76,4,7,28,defaulted,14/04/18,1,,0.5815,0,
31234,5600993,1647076,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,5,,0.8426,0,
26837,6293425,1647814,2018-08-06,3100,452,1,28,28,defaulted,2018-08-06 00:00:00,3,,0.7683,0,
58038,6382490,1648052,2018-12-06,6600,1368,8,7,56,defaulted,2018-12-06 00:00:00,7,,0.9008,0,
92117,6067954,1648120,2018-05-29,18000,3802,2,28,56,defaulted,29/05/18,11,,0.8756,0,
38619,5634976,1648703,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,7,,0.8317,0,
98414,5971787,1648979,2018-05-24,5000,664,4,7,28,defaulted,24/05/18,11,,0.845,0,
40572,5008347,1648981,2018-08-04,500,72,4,7,28,defaulted,2018-08-04 00:00:00,4,,0.8339,0,
25209,5979276,1650068,2018-05-25,7750,2040,2,28,56,defaulted,25/05/18,10,,0.8921,1000,
21526,4868478,1651023,2018-02-04,3100,432,4,7,28,defaulted,2018-02-04 00:00:00,4,,0.8228,680,
61026,5583110,1652322,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,13,,0.8325,50,
35821,5809447,1652971,2018-05-16,3100,432,4,7,28,defaulted,16/05/18,2,,0.812,0,
14398,6333974,1653657,2018-10-06,5000,695,1,28,28,defaulted,2018-10-06 00:00:00,7,,0.8096,500,
11207,5875826,1654312,2018-05-19,3100,432,4,7,28,defaulted,19/05/18,4,,0.8428,100,
61287,6277534,1654723,2018-07-06,7750,2040,2,28,56,defaulted,2018-07-06 00:00:00,7,,0.8447,639,
3639,6111358,1654856,2018-05-31,3100,432,4,7,28,defaulted,31/05/18,5,,0.9072,619,
69996,6074490,1655291,2018-05-29,1000,152,4,7,28,defaulted,29/05/18,5,,0.8381,0,
63015,5801769,1655755,2018-05-16,5000,664,4,7,28,defaulted,16/05/18,9,,0.8469,0,
76032,5593663,1655857,2018-06-05,9000,1656,8,7,56,defaulted,2018-06-05 00:00:00,17,,0.8393,2700,
1702,5204244,1655906,2018-04-18,3100,432,4,7,28,defaulted,18/04/18,2,,0.8197,2116,
10776,4848664,1656671,2018-01-04,5000,664,4,7,28,defaulted,2018-01-04 00:00:00,8,,0.8512,200,
76406,6423565,1657751,2018-06-14,6600,1368,8,7,56,defaulted,14/06/18,12,,0.8723,7,
83979,4912798,1658256,2018-04-04,3100,432,4,7,28,defaulted,2018-04-04 00:00:00,2,,0.7991,300,
57786,5301976,1658836,2018-04-23,1000,152,4,7,28,defaulted,23/04/18,5,,0.8816,0,
53557,6034331,1660256,2018-05-27,3100,432,4,7,28,defaulted,27/05/18,4,,0.821,0,
9678,6129426,1660746,2018-01-06,7750,1522,8,7,56,defaulted,2018-01-06 00:00:00,9,,0.8565,0,
73329,6391242,1661558,2018-06-13,250,38,4,7,28,defaulted,13/06/18,1,,0.5718,0,
45804,5660652,1663605,2018-09-05,2000,304,4,7,28,defaulted,2018-09-05 00:00:00,10,,0.8512,700,
21227,5733057,1664280,2018-12-05,15000,2592,8,7,56,defaulted,2018-12-05 00:00:00,13,,0.8974,2000,
85152,6108703,1665796,2018-05-31,1000,152,4,7,28,defaulted,31/05/18,11,,0.777,44,
31654,5805397,1665806,2018-05-16,3100,432,4,7,28,defaulted,16/05/18,6,,0.8442,100,
6880,6206864,1668233,2018-04-06,5000,695,1,28,28,defaulted,2018-04-06 00:00:00,7,,0.8587,0,
30522,5590099,1668533,2018-06-05,5000,695,1,28,28,defaulted,2018-06-05 00:00:00,6,,0.857,1,
80347,5941629,1668610,2018-05-23,5000,664,4,7,28,defaulted,23/05/18,9,,0.9006,10,
5114,5376567,1668687,2018-04-26,12000,2072,8,7,56,defaulted,26/04/18,10,,0.9007,0,
13036,5257269,1669005,2018-04-20,1000,152,4,7,28,defaulted,20/04/18,1,,0.5786,152,
95638,5589445,1669025,2018-06-05,7750,1522,8,7,56,defaulted,2018-06-05 00:00:00,9,,0.8326,0,
54509,5162627,1669055,2018-04-16,1000,153,1,28,28,defaulted,16/04/18,17,,0.8272,0,
44556,4953696,1669485,2018-06-04,5000,695,1,28,28,defaulted,2018-06-04 00:00:00,6,,0.8206,700,
14581,6029002,1669610,2018-05-27,3100,432,4,7,28,defaulted,27/05/18,6,,0.8117,0,
9012,6222785,1670146,2018-05-06,9000,2174,2,28,56,defaulted,2018-05-06 00:00:00,8,,0.8617,2300,
84650,5676149,1670192,2018-10-05,3100,452,1,28,28,defaulted,2018-10-05 00:00:00,5,,0.8272,200,
40092,6590394,1670198,2018-06-22,5000,664,4,7,28,defaulted,22/06/18,8,,0.8866,4000,
76919,6585755,1670526,2018-06-22,3100,452,1,28,28,defaulted,22/06/18,8,,0.8452,0,
82477,5820913,1671261,2018-05-17,5000,664,4,7,28,defaulted,17/05/18,8,,0.9021,0,
49440,6215349,1671963,2018-05-06,1000,152,4,7,28,defaulted,2018-05-06 00:00:00,6,,0.8033,0,
73954,6063980,1672480,2018-05-29,1000,152,4,7,28,defaulted,29/05/18,3,,0.8282,0,
30857,6703371,1674092,2018-06-27,3100,432,4,7,28,defaulted,27/06/18,5,,0.87,800,
35082,6505339,1674180,2018-06-18,4000,540,4,7,28,defaulted,18/06/18,5,,0.7856,0,
1699,4888948,1674420,2018-03-04,5000,664,4,7,28,defaulted,2018-03-04 00:00:00,9,,0.7472,14,
10430,5468104,1675006,2018-01-05,6600,1368,8,7,56,defaulted,2018-01-05 00:00:00,8,,0.9148,502,
3473,5940039,1675907,2018-05-23,1000,152,4,7,28,defaulted,23/05/18,3,,0.8297,7,
14550,6036063,1676173,2018-05-27,5000,695,1,28,28,defaulted,27/05/18,9,,0.8412,2329,
26317,6326208,1676508,2018-10-06,2000,304,4,7,28,defaulted,2018-10-06 00:00:00,5,,0.8447,0,
13883,5122663,1676657,2018-04-14,6600,1368,8,7,56,defaulted,14/04/18,7,,0.8491,1000,
4536,5141427,1676891,2018-04-14,1000,152,4,7,28,defaulted,14/04/18,6,,0.8965,51,
77546,5894580,1677079,2018-05-20,1000,152,4,7,28,defaulted,20/05/18,3,,0.7602,288,
11539,5702181,1678237,2018-11-05,5000,664,4,7,28,defaulted,2018-11-05 00:00:00,7,,0.8764,2544,
60373,5093228,1678468,2018-12-04,1000,136,4,7,28,defaulted,2018-12-04 00:00:00,5,,0.8417,0,
14665,5237807,1678505,2018-04-19,2000,306,1,28,28,defaulted,19/04/18,2,,0.7387,0,
1602,4921526,1678799,2018-05-04,7750,2040,2,28,56,defaulted,2018-05-04 00:00:00,8,,0.8957,0,
47304,4969201,1678850,2018-07-04,1000,152,4,7,28,defaulted,2018-07-04 00:00:00,3,,0.7441,104,
5923,5353134,1679744,2018-04-25,6600,1368,8,7,56,defaulted,25/04/18,8,,0.8545,0,
50244,5470675,1681340,2018-01-05,3100,432,4,7,28,defaulted,2018-01-05 00:00:00,12,,0.8548,0,
51191,6515645,1681496,2018-06-18,500,76,4,7,28,defaulted,18/06/18,5,,0.7359,0,
13337,6447598,1681616,2018-06-15,1000,152,4,7,28,defaulted,15/06/18,9,,0.8556,0,
55950,6008686,1681831,2018-05-26,5000,664,4,7,28,defaulted,26/05/18,9,,0.8733,0,
33824,5845789,1682232,2018-05-18,7750,2040,2,28,56,defaulted,18/05/18,7,,0.8995,0,
99870,5109520,1682348,2018-04-13,500,76,4,7,28,defaulted,13/04/18,1,,0.6361,0,
46994,4979582,1682596,2018-07-04,1000,152,4,7,28,defaulted,2018-07-04 00:00:00,3,,0.8489,290,
94100,5887520,1682865,2018-05-20,5000,695,1,28,28,defaulted,20/05/18,7,,0.7963,4,
9951,5438934,1683049,2018-04-29,5000,695,1,28,28,defaulted,29/04/18,5,,0.8751,0,
63550,6602480,1684585,2018-06-22,2000,304,4,7,28,defaulted,22/06/18,5,,0.8465,754,
41398,4910701,1685811,2018-04-04,2000,304,4,7,28,defaulted,2018-04-04 00:00:00,3,,0.7428,0,
7029,5278665,1686150,2018-04-21,2000,304,4,7,28,defaulted,21/04/18,7,,0.8875,0,
81121,5806841,1686160,2018-05-16,1000,152,4,7,28,defaulted,16/05/18,4,,0.8353,0,
21477,4900612,1686442,2018-04-04,2000,304,4,7,28,defaulted,2018-04-04 00:00:00,5,,0.8657,0,
95370,5844972,1686929,2018-05-18,1000,152,4,7,28,defaulted,18/05/18,11,,0.8217,0,
52404,4870393,1687431,2018-02-04,1000,153,1,28,28,defaulted,2018-02-04 00:00:00,7,,0.8384,0,
58371,4975347,1688037,2018-07-04,500,76,4,7,28,defaulted,2018-07-04 00:00:00,2,,0.8088,0,
14941,5780146,1688181,2018-05-15,3100,432,4,7,28,defaulted,15/05/18,7,,0.854,0,
14555,5603620,1688693,2018-06-05,4000,574,1,28,28,defaulted,2018-06-05 00:00:00,7,,0.8383,0,
34609,5882764,1688787,2018-05-20,2000,306,1,28,28,defaulted,20/05/18,5,,0.8814,308,
69636,5730555,1689328,2018-12-05,1000,152,4,7,28,defaulted,2018-12-05 00:00:00,4,,0.7929,0,
43717,6097631,1689951,2018-05-30,10000,1952,8,7,56,defaulted,30/05/18,9,,0.8705,1500,
76965,6113607,1690491,2018-05-31,500,76,4,7,28,defaulted,31/05/18,1,,0.5971,0,
30943,4891567,1691734,2018-03-04,1000,152,4,7,28,defaulted,2018-03-04 00:00:00,9,,0.7505,0,
37784,6450315,1692075,2018-06-15,5000,695,1,28,28,defaulted,15/06/18,6,,0.8346,100,
66181,5236980,1692193,2018-04-19,1000,152,4,7,28,defaulted,19/04/18,3,,0.8221,76,
28871,5687350,1692316,2018-10-05,3100,432,4,7,28,defaulted,2018-10-05 00:00:00,4,,0.8857,0,
14689,6330221,1692718,2018-10-06,1000,152,4,7,28,defaulted,2018-10-06 00:00:00,2,,0.8266,4,
53853,6691478,1693177,2018-06-27,12000,2380,2,28,56,defaulted,27/06/18,12,,0.8791,102,
4167,6036414,1693421,2018-05-27,1000,152,4,7,28,defaulted,27/05/18,7,,0.8482,111,
9984,5297571,1694244,2018-04-22,6600,1782,2,28,56,defaulted,22/04/18,9,,0.83,0,
51280,5361597,1694732,2018-04-25,5000,695,1,28,28,defaulted,25/04/18,7,,0.8053,700,
99156,5060383,1695541,2018-11-04,5000,664,4,7,28,defaulted,2018-11-04 00:00:00,12,,0.8098,0,
87028,5544010,1696850,2018-04-05,1000,152,4,7,28,defaulted,2018-04-05 00:00:00,6,,0.8249,605,
53111,6248849,1697203,2018-06-06,2000,304,4,7,28,defaulted,2018-06-06 00:00:00,3,,0.8614,0,
27161,5276862,1698016,2018-04-21,7750,2040,2,28,56,defaulted,21/04/18,8,,0.8839,0,
77858,4934708,1698469,2018-05-04,3100,452,1,28,28,defaulted,2018-05-04 00:00:00,3,,0.876,7,
99698,6245712,1699935,2018-06-06,5000,695,1,28,28,defaulted,2018-06-06 00:00:00,12,,0.8987,0,
27773,5597955,1699980,2018-06-05,5000,664,4,7,28,defaulted,2018-06-05 00:00:00,6,,0.8656,2790,
10461,5004971,1700052,2018-08-04,1000,152,4,7,28,defaulted,2018-08-04 00:00:00,3,,0.7838,52,
15846,5340398,1700510,2018-04-24,1000,152,4,7,28,defaulted,24/04/18,9,,0.8432,0,
92493,4868231,1700608,2018-02-04,1000,152,4,7,28,defaulted,2018-02-04 00:00:00,4,,0.8126,675,
42555,6549612,1703426,2018-06-20,2000,304,4,7,28,defaulted,20/06/18,11,,0.8605,0,
4518,6501146,1704130,2018-06-18,12000,2380,2,28,56,defaulted,18/06/18,12,,0.8225,0,
85458,6169762,1704267,2018-03-06,5000,664,4,7,28,defaulted,2018-03-06 00:00:00,6,,0.8806,0,
61310,5224868,1704417,2018-04-19,1000,152,4,7,28,defaulted,19/04/18,2,,0.841,24,
69114,5076763,1705056,2018-11-04,500,76,4,7,28,defaulted,2018-11-04 00:00:00,3,,0.7931,0,
3384,5092776,1705356,2018-12-04,6600,1368,8,7,56,defaulted,2018-12-04 00:00:00,6,,0.8317,0,
25952,5288240,1705629,2018-04-22,9000,1656,8,7,56,defaulted,22/04/18,10,,0.9298,3500,
35194,4901785,1705988,2018-04-04,7750,1522,8,7,56,defaulted,2018-04-04 00:00:00,8,,0.8251,2400,
11483,4855935,1706973,2018-02-04,2000,306,1,28,28,defaulted,2018-02-04 00:00:00,3,,0.8191,0,
49259,6219152,1707245,2018-05-06,1000,152,4,7,28,defaulted,2018-05-06 00:00:00,5,,0.8412,200,
81793,5633899,1707750,2018-08-05,250,38,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5525,0,
21573,5340992,1708311,2018-04-24,5000,664,4,7,28,defaulted,24/04/18,6,,0.8642,1500,
74653,6398463,1709182,2018-06-13,500,76,4,7,28,defaulted,13/06/18,2,,0.6767,0,
52156,6185098,1709712,2018-03-06,1000,152,4,7,28,defaulted,2018-03-06 00:00:00,2,,0.8369,802,
84558,5496735,1709903,2018-02-05,1000,152,4,7,28,defaulted,2018-02-05 00:00:00,6,,0.8044,290,
44117,6153546,1710219,2018-02-06,5000,695,1,28,28,defaulted,2018-02-06 00:00:00,11,,0.8589,0,
63592,6617283,1711766,2018-06-23,500,76,4,7,28,defaulted,23/06/18,3,,0.8864,100,
78119,6392302,1712539,2018-06-13,500,76,4,7,28,defaulted,13/06/18,2,,0.7982,200,
84099,5538589,1712743,2018-04-05,5000,695,1,28,28,defaulted,2018-04-05 00:00:00,7,,0.8812,0,
24409,6750589,1712751,2018-06-29,6600,1368,8,7,56,defaulted,29/06/18,8,,0.8223,890,
35890,5189127,1713029,2018-04-17,4000,574,1,28,28,defaulted,17/04/18,3,,0.7721,500,
71011,4916839,1713096,2018-04-04,4000,574,1,28,28,defaulted,2018-04-04 00:00:00,12,,0.8785,60,
14015,5089292,1713932,2018-12-04,1000,152,4,7,28,defaulted,2018-12-04 00:00:00,3,,0.8277,4,
37100,5934560,1715804,2018-05-22,1000,152,4,7,28,defaulted,22/05/18,2,,0.8288,678,
7919,4886174,1717030,2018-03-04,7750,1522,8,7,56,defaulted,2018-03-04 00:00:00,7,,0.8719,0,
61816,6291394,1717493,2018-08-06,500,76,4,7,28,defaulted,2018-08-06 00:00:00,1,,0.6072,0,
