ID,LOAN_ID,USER_ID,CREATED_AT,AMOUNT_DISBURSED,AMOUNT_FEE,NUM_REPAYMENTS,DAYS_BTWN_REPAYMENTS,LOAN_TERM_DAYS,LOAN_STATUS,DISBURSED_AT,USER_LOAN_RANK,PAID_IN_FULL_AT,CREDIT_SCORE,AMOUNT_REPAID,LOAN_TENURE
96978,6077425,2142,2018-05-29,5000,695,1,28,28,defaulted,29/05/18,10,,0.8743,0,
89528,5761820,5737,2018-05-14,10000,1952,8,7,56,defaulted,14/05/18,15,,0.8896,6000,
74393,5608135,6681,2018-07-05,500,76,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6185,0,
91159,6103580,7059,2018-05-31,20000,3848,8,7,56,defaulted,31/05/18,13,,0.8697,700,
70731,6546212,10502,2018-06-20,1000,152,4,7,28,defaulted,20/06/18,4,,0.8801,0,
65009,5688306,12316,2018-10-05,3100,432,4,7,28,defaulted,2018-10-05 00:00:00,7,,0.8729,0,
77201,5180191,14780,2018-04-16,1000,153,1,28,28,defaulted,16/04/18,5,,0.8306,0,
81159,5285398,15135,2018-04-22,30000,6212,4,7,28,defaulted,22/04/18,31,,0.8578,690,
37737,5403000,15413,2018-04-27,18000,3802,2,28,56,defaulted,27/04/18,13,,0.8825,0,
79381,6343196,18908,2018-10-06,18000,3802,2,28,56,defaulted,2018-10-06 00:00:00,18,,0.8297,0,
41975,5386130,18918,2018-04-27,500,76,4,7,28,defaulted,27/04/18,1,,0.6446,0,
36733,6008308,19643,2018-05-26,20000,3848,8,7,56,defaulted,26/05/18,25,,0.829,0,
49133,5329821,21931,2018-04-24,1000,152,4,7,28,defaulted,24/04/18,6,,0.8583,0,
79712,6049305,22313,2018-05-28,1000,152,4,7,28,defaulted,28/05/18,1,,0.7534,0,
74298,4854940,24913,2018-02-04,3100,432,4,7,28,defaulted,2018-02-04 00:00:00,6,,0.8448,2666,
75869,4889244,27339,2018-03-04,9000,1656,8,7,56,defaulted,2018-03-04 00:00:00,17,,0.8609,2,
44042,6119246,27733,2018-05-31,15000,2976,2,28,56,defaulted,31/05/18,28,,0.8736,0,
59205,6591234,28534,2018-06-22,30000,5568,24,7,168,defaulted,22/06/18,31,,0.756,0,
51417,6227288,32185,2018-05-06,1000,152,4,7,28,defaulted,2018-05-06 00:00:00,6,,0.8165,0,
95338,5244980,38548,2018-04-20,1000,152,4,7,28,defaulted,20/04/18,2,,0.8576,0,
41307,6187447,39928,2018-03-06,25000,4552,16,7,112,defaulted,2018-03-06 00:00:00,19,,0.843,7297,
98905,6624038,44954,2018-06-23,1000,152,4,7,28,defaulted,23/06/18,2,,0.8053,2,
97854,6506568,48299,2018-06-18,500,76,4,7,28,defaulted,18/06/18,1,,0.6164,0,
36592,5316849,49406,2018-04-23,250,38,4,7,28,defaulted,23/04/18,1,,0.5708,0,
95517,5672026,49951,2018-09-05,5000,664,4,7,28,defaulted,2018-09-05 00:00:00,6,,0.8144,8,
82697,6199323,63868,2018-04-06,1000,153,1,28,28,defaulted,2018-04-06 00:00:00,16,,0.8233,0,
92987,5134431,64921,2018-04-14,500,76,4,7,28,defaulted,14/04/18,1,,0.6652,0,
82816,6275552,65053,2018-07-06,3100,432,4,7,28,defaulted,2018-07-06 00:00:00,13,,0.839,0,
73560,4900859,67303,2018-04-04,15000,2588,2,28,56,defaulted,2018-04-04 00:00:00,29,,0.8152,500,
62257,6694915,72068,2018-06-27,5000,664,4,7,28,defaulted,27/06/18,14,,0.867,0,
45863,5556311,72378,2018-04-05,9000,1656,8,7,56,defaulted,2018-04-05 00:00:00,11,,0.8636,1332,
42333,5667188,73155,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,6,,0.846,0,
66536,5120301,73180,2018-04-13,250,38,4,7,28,defaulted,13/04/18,1,,0.5017,0,
80038,5406973,74201,2018-04-28,1000,152,4,7,28,defaulted,28/04/18,1,,0.6801,735,
81797,6522404,75537,2018-06-19,500,76,4,7,28,defaulted,19/06/18,1,,0.6608,0,
84496,5546409,82354,2018-04-05,15000,2976,2,28,56,defaulted,2018-04-05 00:00:00,11,,0.8576,1308,
56960,6653546,86254,2018-06-25,10000,1952,8,7,56,defaulted,25/06/18,17,,0.865,422,
71016,6041134,86386,2018-05-28,500,76,4,7,28,defaulted,28/05/18,1,,0.6278,0,
56251,5698546,86595,2018-11-05,7750,2040,2,28,56,defaulted,2018-11-05 00:00:00,14,,0.8537,0,
73008,5431926,87442,2018-04-29,500,76,4,7,28,defaulted,29/04/18,1,,0.6693,0,
69860,5935030,88048,2018-05-22,1000,152,4,7,28,defaulted,22/05/18,16,,0.8416,0,
86468,4875547,92601,2018-02-04,1000,152,4,7,28,defaulted,2018-02-04 00:00:00,8,,0.8512,0,
44418,5234346,93273,2018-04-19,5000,664,4,7,28,defaulted,19/04/18,6,,0.87,0,
34550,5370352,94227,2018-04-26,1000,152,4,7,28,defaulted,26/04/18,6,,0.7874,0,
60646,5647763,95036,2018-08-05,3100,452,1,28,28,defaulted,2018-08-05 00:00:00,6,,0.8592,200,
92325,6376392,96049,2018-12-06,3100,452,1,28,28,defaulted,2018-12-06 00:00:00,7,,0.8123,200,
79438,5960114,108717,2018-05-24,500,76,4,7,28,defaulted,24/05/18,1,,0.6274,0,
94907,6647924,111344,2018-06-25,3100,432,4,7,28,defaulted,25/06/18,13,,0.8853,1550,
53189,5667137,114301,2018-09-05,3100,432,4,7,28,defaulted,2018-09-05 00:00:00,10,,0.8236,352,
50983,5417808,114348,2018-04-28,250,38,4,7,28,defaulted,28/04/18,1,,0.5498,0,
86417,5660269,114798,2018-09-05,3100,452,1,28,28,defaulted,2018-09-05 00:00:00,6,,0.8379,1050,
61598,5314156,114955,2018-04-23,10000,1952,8,7,56,defaulted,23/04/18,17,,0.7774,1494,
32254,5734552,116072,2018-12-05,250,38,4,7,28,defaulted,2018-12-05 00:00:00,2,,0.7606,0,
44070,6701240,116680,2018-06-27,12000,2072,8,7,56,defaulted,27/06/18,14,,0.7622,28,
99659,6569686,121312,2018-06-21,10000,1952,8,7,56,defaulted,21/06/18,12,,0.8548,700,
72293,5106699,121555,2018-04-13,18000,3802,2,28,56,defaulted,13/04/18,25,,0.8747,900,
95443,6641542,125611,2018-06-24,1000,152,4,7,28,defaulted,24/06/18,7,,0.7983,550,
71591,5017322,131208,2018-09-04,25000,4552,16,7,112,defaulted,2018-09-04 00:00:00,22,,0.8739,0,
84082,5592418,131254,2018-06-05,5000,664,4,7,28,defaulted,2018-06-05 00:00:00,10,,0.8526,0,
65439,5352009,131463,2018-04-25,20000,3848,8,7,56,defaulted,25/04/18,27,,0.8284,0,
84943,5789672,131705,2018-05-15,5000,695,1,28,28,defaulted,15/05/18,11,,0.8783,0,
30670,5232511,132076,2018-04-19,12000,2380,2,28,56,defaulted,19/04/18,16,,0.8352,500,
41657,5049388,132744,2018-10-04,1000,152,4,7,28,defaulted,2018-10-04 00:00:00,1,,0.6956,0,
96965,5784979,138116,2018-05-15,1000,152,4,7,28,defaulted,15/05/18,4,,0.8486,0,
88908,4851103,139102,2018-01-04,3100,432,4,7,28,defaulted,2018-01-04 00:00:00,11,,0.7363,409,
97795,6683814,141724,2018-06-26,2000,304,4,7,28,defaulted,26/06/18,9,,0.8597,0,
81351,5093352,142468,2018-12-04,5000,664,4,7,28,defaulted,2018-12-04 00:00:00,30,,0.813,0,
48978,6261185,143907,2018-07-06,5000,664,4,7,28,defaulted,2018-07-06 00:00:00,14,,0.8695,500,
33369,6171686,144112,2018-03-06,5000,664,4,7,28,defaulted,2018-03-06 00:00:00,9,,0.8053,1000,
79195,5717524,144157,2018-11-05,9000,1656,8,7,56,defaulted,2018-11-05 00:00:00,23,,0.8291,0,
79491,6255348,148398,2018-06-06,1000,152,4,7,28,defaulted,2018-06-06 00:00:00,4,,0.8292,0,
66326,4948072,151715,2018-06-04,500,76,4,7,28,defaulted,2018-06-04 00:00:00,1,,0.6579,0,
54064,5009619,152767,2018-09-04,1000,152,4,7,28,defaulted,2018-09-04 00:00:00,6,,0.8367,200,
62288,5605928,153948,2018-07-05,4000,574,1,28,28,defaulted,2018-07-05 00:00:00,7,,0.8752,0,
88069,4920244,156929,2018-04-04,5000,664,4,7,28,defaulted,2018-04-04 00:00:00,24,,0.8432,4664,
8334,5076604,161407,2018-11-04,250,38,4,7,28,defaulted,2018-12-04 00:00:00,1,,0.5062,0,
64959,4901254,161979,2018-04-04,1000,152,4,7,28,defaulted,2018-04-04 00:00:00,10,,0.799,0,
67900,5866541,169680,2018-05-19,250,38,4,7,28,defaulted,19/05/18,1,,0.5141,0,
55602,6678953,170083,2018-06-26,1000,152,4,7,28,defaulted,26/06/18,2,,0.8027,0,
86707,6465292,170955,2018-06-16,4000,540,4,7,28,defaulted,16/06/18,8,,0.8805,0,
35760,5642643,172393,2018-08-05,5000,664,4,7,28,defaulted,2018-08-05 00:00:00,11,,0.8334,0,
72642,5550657,172546,2018-04-05,1000,152,4,7,28,defaulted,2018-04-05 00:00:00,6,,0.8453,0,
31506,5942422,173404,2018-05-23,1000,152,4,7,28,defaulted,23/05/18,5,,0.8308,48,
76946,5744419,173425,2018-05-13,3100,452,1,28,28,defaulted,13/05/18,15,,0.8417,200,
50220,6762150,174146,2018-06-30,18000,3304,8,7,56,defaulted,30/06/18,37,,0.8406,500,
40312,6069728,174673,2018-05-29,5000,664,4,7,28,defaulted,29/05/18,31,,0.8353,0,
24376,6223032,176333,2018-05-06,250,38,4,7,28,defaulted,2018-05-06 00:00:00,1,,0.5259,0,
34114,5781972,179441,2018-05-15,250,38,4,7,28,defaulted,15/05/18,1,,0.5721,0,
69519,5674283,180378,2018-10-05,250,38,4,7,28,defaulted,2018-10-05 00:00:00,1,,0.5465,0,
79377,6722902,180801,2018-06-28,250,38,4,7,28,defaulted,28/06/18,2,,0.7536,0,
74592,5936835,182856,2018-05-22,1000,152,4,7,28,defaulted,22/05/18,3,,0.8322,0,
71474,6769996,183594,2018-06-30,5000,664,4,7,28,defaulted,30/06/18,14,,0.834,800,
69963,6144406,184000,2018-01-06,5000,664,4,7,28,defaulted,2018-01-06 00:00:00,8,,0.8745,1500,
70020,5481602,187105,2018-01-05,1000,152,4,7,28,defaulted,2018-01-05 00:00:00,2,,0.8453,100,
80374,6418321,189083,2018-06-14,18000,3802,2,28,56,defaulted,14/06/18,13,,0.8849,1,
31485,6605166,189896,2018-06-23,3100,432,4,7,28,defaulted,23/06/18,4,,0.8527,3,
83228,4941693,190169,2018-05-04,3100,432,4,7,28,defaulted,2018-05-04 00:00:00,6,,0.8502,0,
96701,5533647,191497,2018-03-05,1000,152,4,7,28,defaulted,2018-03-05 00:00:00,2,,0.814,0,
89265,5667086,193329,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,6,,0.8153,652,
30666,5243521,193809,2018-04-19,1000,152,4,7,28,defaulted,19/04/18,10,,0.8538,358,
43910,4898133,195665,2018-03-04,3100,452,1,28,28,defaulted,2018-03-04 00:00:00,6,,0.8163,1162,
79100,6622294,196256,2018-06-23,5000,695,1,28,28,defaulted,23/06/18,9,,0.8924,1300,
85209,5085070,196301,2018-12-04,1000,152,4,7,28,defaulted,2018-12-04 00:00:00,8,,0.8102,1,
93363,5425568,196822,2018-04-28,1000,152,4,7,28,defaulted,28/04/18,3,,0.8086,0,
64216,6073463,197544,2018-05-29,10000,1952,8,7,56,defaulted,29/05/18,13,,0.834,0,
67248,6168857,198581,2018-03-06,250,38,4,7,28,defaulted,2018-03-06 00:00:00,1,,0.5117,0,
65164,6650620,201614,2018-06-25,3100,432,4,7,28,defaulted,25/06/18,10,,0.8604,0,
62186,5022114,201841,2018-09-04,1000,152,4,7,28,defaulted,2018-09-04 00:00:00,4,,0.8202,58,
74895,5599439,205300,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,14,,0.8467,0,
36627,5775513,205602,2018-05-15,30000,6402,6,28,168,defaulted,15/05/18,16,,0.8398,2250,
82995,5811796,205892,2018-05-16,500,76,4,7,28,defaulted,16/05/18,1,,0.624,0,
84166,6315454,212113,2018-09-06,1000,152,4,7,28,defaulted,2018-09-06 00:00:00,8,,0.7811,0,
87768,4962689,214268,2018-06-04,3100,432,4,7,28,defaulted,2018-06-04 00:00:00,7,,0.8545,0,
70474,4840434,219740,2018-01-04,3100,432,4,7,28,defaulted,2018-01-04 00:00:00,6,,0.8267,58,
54648,5183047,219991,2018-04-17,1000,153,1,28,28,defaulted,17/04/18,6,,0.8044,308,
93402,5916822,220793,2018-05-21,3100,432,4,7,28,defaulted,21/05/18,14,,0.8266,0,
79816,5559298,224887,2018-04-05,250,38,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5789,0,
63070,5093532,225455,2018-12-04,500,76,4,7,28,defaulted,2018-12-04 00:00:00,2,,0.8041,288,
85566,5398589,228830,2018-04-27,1000,152,4,7,28,defaulted,27/04/18,7,,0.8091,0,
74892,5397820,229688,2018-04-27,1000,153,1,28,28,defaulted,27/04/18,2,,0.7995,0,
47919,4960410,230007,2018-06-04,9000,2174,2,28,56,defaulted,2018-06-04 00:00:00,6,,0.916,2,
34101,6208535,233610,2018-04-06,1000,152,4,7,28,defaulted,2018-04-06 00:00:00,3,,0.8366,0,
71867,5825291,234035,2018-05-17,1000,152,4,7,28,defaulted,17/05/18,5,,0.8538,57,
45721,5351293,234430,2018-04-25,2000,304,4,7,28,defaulted,25/04/18,8,,0.8606,0,
98076,6400227,236420,2018-06-13,2000,304,4,7,28,defaulted,13/06/18,4,,0.8566,2,
50389,5584134,242335,2018-06-05,3100,432,4,7,28,defaulted,2018-06-05 00:00:00,4,,0.8427,232,
78539,5721252,243413,2018-12-05,12000,2380,2,28,56,defaulted,2018-12-05 00:00:00,13,,0.8751,6550,
25980,5980473,243709,2018-05-25,3100,452,1,28,28,defaulted,25/05/18,12,,0.7902,400,
97161,5473785,245128,2018-01-05,3100,432,4,7,28,defaulted,2018-01-05 00:00:00,7,,0.8829,0,
89709,5372984,247056,2018-04-26,4000,574,1,28,28,defaulted,26/04/18,7,,0.8887,0,
55434,4895715,249150,2018-03-04,18000,3306,2,28,56,defaulted,2018-03-04 00:00:00,17,,0.7878,0,
83255,5955111,251363,2018-05-23,250,38,4,7,28,defaulted,23/05/18,6,,0.8758,0,
88354,5931832,251423,2018-05-22,1000,152,4,7,28,defaulted,22/05/18,4,,0.8359,498,
88328,6449321,252154,2018-06-15,2000,304,4,7,28,defaulted,15/06/18,6,,0.857,0,
47098,6158328,253138,2018-02-06,1000,152,4,7,28,defaulted,2018-02-06 00:00:00,3,,0.8382,0,
43353,6070481,255650,2018-05-29,250,38,4,7,28,defaulted,29/05/18,1,,0.5076,0,
29751,5469958,256281,2018-01-05,1000,152,4,7,28,defaulted,2018-01-05 00:00:00,4,,0.8098,200,
78782,5586527,257171,2018-06-05,5000,695,1,28,28,defaulted,2018-06-05 00:00:00,7,,0.8775,500,
60184,6710022,258004,2018-06-28,250,38,4,7,28,defaulted,28/06/18,3,,0.8307,0,
54068,5195595,258405,2018-04-17,500,76,4,7,28,defaulted,17/04/18,1,,0.6048,0,
30570,6124777,258645,2018-01-06,500,76,4,7,28,defaulted,2018-01-06 00:00:00,1,,0.6177,0,
93755,6314052,259023,2018-09-06,20000,4426,2,28,56,defaulted,2018-09-06 00:00:00,19,,0.7741,2500,
65643,5101258,260566,2018-04-13,1000,152,4,7,28,defaulted,13/04/18,4,,0.8672,201,
76349,4904381,261707,2018-04-04,3100,432,4,7,28,defaulted,2018-04-04 00:00:00,5,,0.8291,3,
97802,5116567,262563,2018-04-13,5000,695,1,28,28,defaulted,13/04/18,11,,0.7775,0,
65613,5436714,264041,2018-04-29,18000,3802,2,28,56,defaulted,29/04/18,19,,0.8575,580,
44058,5213870,266249,2018-04-18,1000,152,4,7,28,defaulted,18/04/18,7,,0.829,200,
88921,5201897,267022,2018-04-17,1000,152,4,7,28,defaulted,17/04/18,10,,0.8464,0,
83275,5680142,267924,2018-10-05,1000,152,4,7,28,defaulted,2018-10-05 00:00:00,8,,0.8203,438,
68263,6122698,269275,2018-05-31,1000,152,4,7,28,defaulted,31/05/18,9,,0.7891,0,
68144,5496843,269363,2018-02-05,3100,452,1,28,28,defaulted,2018-02-05 00:00:00,8,,0.8633,0,
70527,5810289,270147,2018-05-16,250,38,4,7,28,defaulted,16/05/18,1,,0.517,0,
95983,5270832,271124,2018-04-21,3100,432,4,7,28,defaulted,21/04/18,5,,0.8352,0,
28343,5607368,274677,2018-07-05,1000,153,1,28,28,defaulted,2018-07-05 00:00:00,6,,0.8403,0,
79017,5738004,275708,2018-05-13,1000,152,4,7,28,defaulted,13/05/18,3,,0.8266,0,
41302,5350437,278479,2018-04-25,1000,152,4,7,28,defaulted,25/04/18,3,,0.8554,0,
66827,5276559,278772,2018-04-21,5000,664,4,7,28,defaulted,21/04/18,9,,0.8746,0,
53296,6612085,280120,2018-06-23,4000,540,4,7,28,defaulted,23/06/18,4,,0.9098,0,
95467,6718177,281730,2018-06-28,10000,2288,2,28,56,defaulted,28/06/18,15,,0.8516,300,
62020,5106316,283660,2018-04-13,250,38,4,7,28,defaulted,13/04/18,1,,0.5555,72,
65364,4948937,284346,2018-06-04,2000,304,4,7,28,defaulted,2018-06-04 00:00:00,4,,0.8822,576,
77174,6554367,292633,2018-06-20,250,38,4,7,28,defaulted,20/06/18,1,,0.5289,0,
72620,6648694,296800,2018-06-25,4000,540,4,7,28,defaulted,25/06/18,6,,0.8528,1735,
59115,5973162,298718,2018-05-24,12000,2380,2,28,56,defaulted,24/05/18,13,,0.8685,380,
85500,5453205,299830,2018-04-30,9000,1656,8,7,56,defaulted,30/04/18,15,,0.8922,4510,
52296,5189322,300887,2018-04-17,2000,304,4,7,28,defaulted,17/04/18,8,,0.8821,0,
79891,5368614,302439,2018-04-26,2000,304,4,7,28,defaulted,26/04/18,4,,0.877,0,
52483,5039484,303114,2018-10-04,500,76,4,7,28,defaulted,2018-10-04 00:00:00,2,,0.7925,0,
83941,5919818,303352,2018-05-22,5000,664,4,7,28,defaulted,22/05/18,9,,0.8794,10,
51153,5838483,303492,2018-05-18,2000,306,1,28,28,defaulted,18/05/18,3,,0.9036,100,
70500,6561708,306069,2018-06-21,250,38,4,7,28,defaulted,21/06/18,2,,0.8004,0,
62640,6115053,306212,2018-05-31,3100,432,4,7,28,defaulted,31/05/18,11,,0.8229,0,
64613,5963120,306984,2018-05-24,250,38,4,7,28,defaulted,24/05/18,4,,0.8146,0,
94205,5344966,307206,2018-04-25,35000,4153,3,28,84,defaulted,25/04/18,24,,0.8793,1653,
78307,4912917,314042,2018-04-04,3100,432,4,7,28,defaulted,2018-04-04 00:00:00,5,,0.8392,550,
50191,5824860,314546,2018-05-17,30000,5568,24,7,168,defaulted,17/05/18,20,,0.8657,5,
72955,5323231,315101,2018-04-24,500,76,4,7,28,defaulted,24/04/18,1,,0.5999,0,
85237,5117596,315262,2018-04-13,1000,152,4,7,28,defaulted,13/04/18,3,,0.8725,1,
60423,5031013,317364,2018-09-04,500,76,4,7,28,defaulted,2018-09-04 00:00:00,1,,0.6056,0,
62676,5632159,320657,2018-08-05,3100,432,4,7,28,defaulted,2018-08-05 00:00:00,10,,0.8643,0,
74936,5358541,324977,2018-04-25,10000,1952,8,7,56,defaulted,25/04/18,10,,0.8631,4982,
81263,5826820,325473,2018-05-17,500,76,4,7,28,defaulted,17/05/18,1,,0.6116,0,
47126,6547126,326817,2018-06-20,10000,1952,8,7,56,defaulted,20/06/18,13,,0.7558,4981,
34797,6697689,327314,2018-06-27,12000,2072,8,7,56,defaulted,27/06/18,20,,0.8568,0,
62948,6634364,329209,2018-06-24,4000,540,4,7,28,defaulted,24/06/18,8,,0.8728,0,
44113,4835168,331626,2018-01-04,3100,452,1,28,28,defaulted,2018-01-04 00:00:00,18,,0.8482,500,
50975,6526581,332399,2018-06-19,2000,306,1,28,28,defaulted,19/06/18,3,,0.8428,0,
86215,6618816,338511,2018-06-23,500,76,4,7,28,defaulted,23/06/18,1,,0.5944,0,
40376,5270635,342677,2018-04-21,1000,152,4,7,28,defaulted,21/04/18,2,,0.8101,0,
74910,5770197,344139,2018-05-14,500,76,4,7,28,defaulted,14/05/18,1,,0.6087,0,
96712,5684218,345353,2018-10-05,3100,432,4,7,28,defaulted,2018-10-05 00:00:00,8,,0.8537,800,
65244,6401361,346769,2018-06-13,500,76,4,7,28,defaulted,13/06/18,1,,0.6083,0,
73388,5443234,350571,2018-04-29,250,38,4,7,28,defaulted,29/04/18,2,,0.8004,0,
93414,6468761,350766,2018-06-16,500,76,4,7,28,defaulted,16/06/18,2,,0.7773,0,
35378,4999771,350822,2018-08-04,1000,152,4,7,28,defaulted,2018-08-04 00:00:00,6,,0.8235,0,
81361,5852566,355253,2018-05-18,2000,304,4,7,28,defaulted,18/05/18,5,,0.8605,148,
56083,6452750,356374,2018-06-15,1000,153,1,28,28,defaulted,15/06/18,7,,0.8502,6,
50916,6223344,359160,2018-05-06,1000,152,4,7,28,defaulted,2018-05-06 00:00:00,9,,0.8499,0,
99893,5539418,359306,2018-04-05,5000,664,4,7,28,defaulted,2018-04-05 00:00:00,10,,0.8829,1416,
8557,4927784,361800,2018-05-04,23000,4765,3,28,84,defaulted,2018-05-04 00:00:00,17,,0.7527,0,
55022,5771080,362099,2018-05-14,3100,432,4,7,28,defaulted,14/05/18,10,,0.7976,368,
78858,5337800,364774,2018-04-24,1000,152,4,7,28,defaulted,24/04/18,1,,0.5659,0,
72753,6674747,365849,2018-06-26,3100,432,4,7,28,defaulted,26/06/18,7,,0.8427,0,
18603,6545540,369420,2018-06-20,2000,306,1,28,28,defaulted,20/06/18,7,,0.8999,0,
37025,5109674,370703,2018-04-13,500,76,4,7,28,defaulted,13/04/18,8,,0.8391,0,
48917,5218941,371711,2018-04-18,500,76,4,7,28,defaulted,18/04/18,2,,0.8437,0,
71091,6683020,372487,2018-06-26,6600,1368,8,7,56,defaulted,26/06/18,7,,0.8751,700,
74467,5715440,373425,2018-11-05,500,76,4,7,28,defaulted,2018-11-05 00:00:00,2,,0.8494,0,
40656,5081523,374916,2018-12-04,15000,2976,2,28,56,defaulted,2018-12-04 00:00:00,13,,0.8848,0,
86211,5997316,375140,2018-05-25,2000,304,4,7,28,defaulted,25/05/18,4,,0.8702,200,
77578,5961191,378909,2018-05-24,30000,6402,6,28,168,defaulted,24/05/18,20,,0.8848,1,
68851,5298878,381013,2018-04-22,500,76,4,7,28,defaulted,22/04/18,1,,0.5885,0,
40495,5947966,381679,2018-05-23,250,38,4,7,28,defaulted,23/05/18,2,,0.7346,0,
47999,6120643,381964,2018-05-31,10000,2288,2,28,56,defaulted,31/05/18,10,,0.9126,26,
40706,5960635,383451,2018-05-24,1000,152,4,7,28,defaulted,24/05/18,12,,0.8305,4,
39373,5191901,384280,2018-04-17,4000,540,4,7,28,defaulted,17/04/18,3,,0.9024,200,
44641,5347529,384495,2018-04-25,5000,664,4,7,28,defaulted,25/04/18,8,,0.873,0,
94765,6281292,387125,2018-08-06,2000,304,4,7,28,defaulted,2018-08-06 00:00:00,3,,0.8635,0,
92947,6205749,387457,2018-04-06,500,76,4,7,28,defaulted,2018-04-06 00:00:00,2,,0.828,0,
47092,6131065,388485,2018-01-06,1000,152,4,7,28,defaulted,2018-01-06 00:00:00,4,,0.8779,0,
53617,6216064,389370,2018-05-06,12000,2072,8,7,56,defaulted,2018-05-06 00:00:00,13,,0.8928,471,
30917,4916860,391446,2018-04-04,5000,695,1,28,28,defaulted,2018-04-04 00:00:00,10,,0.8738,159,
67784,5627371,391790,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,3,,0.8369,288,
47694,4846856,392551,2018-01-04,5000,664,4,7,28,defaulted,2018-01-04 00:00:00,10,,0.8412,0,
34790,5251139,393845,2018-04-20,3100,432,4,7,28,defaulted,20/04/18,9,,0.8524,0,
87223,6643500,394486,2018-06-24,5000,664,4,7,28,defaulted,24/06/18,14,,0.8055,6,
99075,6517529,394991,2018-06-18,1000,152,4,7,28,defaulted,18/06/18,4,,0.8433,1,
20919,6276997,395188,2018-07-06,1000,152,4,7,28,defaulted,2018-07-06 00:00:00,4,,0.8482,700,
88814,4899287,397833,2018-04-04,1000,152,4,7,28,defaulted,2018-04-04 00:00:00,3,,0.7678,20,
65363,5458026,399561,2018-04-30,5000,664,4,7,28,defaulted,30/04/18,8,,0.8303,0,
40639,4916092,400373,2018-04-04,500,76,4,7,28,defaulted,2018-04-04 00:00:00,1,,0.6415,0,
35447,5391558,402028,2018-04-27,23000,4765,3,28,84,defaulted,27/04/18,20,,0.8382,0,
35532,6450092,402326,2018-06-15,250,38,4,7,28,defaulted,15/06/18,1,,0.5332,0,
80716,6131585,404109,2018-01-06,1000,152,4,7,28,defaulted,2018-01-06 00:00:00,1,,0.7075,0,
86043,4862218,404260,2018-02-04,500,76,4,7,28,defaulted,2018-02-04 00:00:00,3,,0.7858,0,
35361,6505428,407668,2018-06-18,250,38,4,7,28,defaulted,18/06/18,1,,0.5609,0,
72469,5708447,409025,2018-11-05,29000,5360,20,7,140,defaulted,2018-11-05 00:00:00,22,,0.8693,2600,
98194,4953569,409200,2018-06-04,1000,152,4,7,28,defaulted,2018-06-04 00:00:00,3,,0.7762,0,
49361,6645561,409351,2018-06-25,25000,5240,4,28,112,defaulted,25/06/18,18,,0.8777,5752,
72731,6274743,411209,2018-07-06,500,76,4,7,28,defaulted,2018-07-06 00:00:00,2,,0.8172,0,
73154,6012087,415730,2018-05-26,250,38,4,7,28,defaulted,26/05/18,1,,0.5622,154,
78377,5958778,418268,2018-05-23,1000,152,4,7,28,defaulted,24/05/18,1,,0.7003,0,
72352,6738389,420116,2018-06-29,35000,4153,3,28,84,defaulted,29/06/18,22,,0.8253,0,
59395,5036468,420441,2018-10-04,5000,695,1,28,28,defaulted,2018-10-04 00:00:00,15,,0.8284,2000,
30599,6202774,422488,2018-04-06,4000,574,1,28,28,defaulted,2018-04-06 00:00:00,12,,0.8717,200,
82850,6268886,423179,2018-07-06,250,38,4,7,28,defaulted,2018-07-06 00:00:00,2,,0.7209,0,
42817,6585950,423242,2018-06-22,1000,152,4,7,28,defaulted,22/06/18,5,,0.9003,230,
75229,6178910,424757,2018-03-06,3100,432,4,7,28,defaulted,2018-03-06 00:00:00,3,,0.8751,6,
81372,6047750,424820,2018-05-28,1000,152,4,7,28,defaulted,28/05/18,5,,0.8519,0,
87824,4951898,425166,2018-06-04,5000,664,4,7,28,defaulted,2018-06-04 00:00:00,18,,0.8368,0,
53307,5449040,425641,2018-04-30,5000,664,4,7,28,defaulted,30/04/18,9,,0.8478,0,
58276,5817107,425782,2018-05-17,500,76,4,7,28,defaulted,17/05/18,1,,0.6473,0,
37009,5686504,426196,2018-10-05,30000,6402,6,28,168,defaulted,2018-10-05 00:00:00,19,,0.8304,500,
97806,6426427,429084,2018-06-14,15000,2592,8,7,56,defaulted,14/06/18,17,,0.8497,0,
97722,5123382,432576,2018-04-14,1000,152,4,7,28,defaulted,14/04/18,5,,0.8481,0,
76501,6146235,432583,2018-01-06,1000,152,4,7,28,defaulted,2018-01-06 00:00:00,6,,0.7937,0,
56644,5288191,435050,2018-04-22,2000,304,4,7,28,defaulted,22/04/18,4,,0.8735,500,
6711,6587234,435221,2018-06-22,3100,432,4,7,28,defaulted,22/06/18,2,,0.7863,900,
59166,5176486,436810,2018-04-16,500,76,4,7,28,defaulted,16/04/18,1,,0.5962,276,
93353,5030524,442526,2018-09-04,5000,664,4,7,28,defaulted,2018-09-04 00:00:00,10,,0.8194,14,
69241,5702718,442713,2018-11-05,1000,152,4,7,28,defaulted,2018-11-05 00:00:00,8,,0.8365,10,
